Customer ID,avg_order_time,avg_first_half,avg_second_half,time_since_last_order,total_orders,total_sum,avg_incr,Bestellrhythmus_Trend,Recency,Frequency,Monetary_Value,RFM_Score
13636.0,62.0,24.0,74.0,36,5,949.12,3.0103673842650913,0,7,3,6,16
13637.0,87.0,,87.0,51,3,804.3,,0,7,2,5,14
13638.0,,,,15,1,122.64,,0,9,0,1,10
13639.0,362.0,,362.0,73,2,1346.27,,0,6,1,7,14
13640.0,,,,610,1,405.0,,0,1,0,3,4
13641.0,23.0,10.0,27.0,640,5,1016.47,2.5175355250100293,0,1,3,6,10
13642.0,72.0,0.0,108.0,215,4,472.19999999999993,26040.416666666668,0,4,3,4,11
13643.0,77.0,78.0,77.0,30,10,2156.77,0.9834505664115621,7,8,6,8,22
13644.0,29.0,31.0,28.0,15,4,2624.26,0.8946819150323956,0,9,3,8,20
13645.0,,,,119,1,252.1,,0,5,0,2,7
13646.0,0.0,,0.0,399,2,326.25,,0,3,1,3,7
13647.0,84.0,36.0,121.0,9,8,3041.6800000000003,3.3406460437710437,1,9,5,9,23
13648.0,48.0,88.0,17.0,399,8,1764.02,0.19991643301754908,10,3,5,7,15
13649.0,54.0,25.0,73.0,256,6,1453.68,2.885670169301614,0,4,4,7,15
13650.0,74.0,103.0,50.0,16,10,3288.0,0.48364677092097624,10,9,6,9,24
13651.0,173.0,,173.0,34,3,226.85000000000002,,0,7,2,2,11
13652.0,151.0,223.0,127.0,45,5,2262.05,0.5699261616791419,0,7,3,8,18
13653.0,,,,487,1,152.2,,0,2,0,1,3
13654.0,69.0,89.0,56.0,42,11,6308.0,0.6289317713173321,9,7,6,10,23
13655.0,95.0,85.0,101.0,113,6,2280.51,1.1915066800253653,0,5,4,8,17
13656.0,143.0,95.0,167.0,164,4,1078.85,1.746271304247093,0,5,3,6,14
13657.0,190.0,,190.0,10,2,382.14,,0,9,1,3,13
13658.0,82.0,96.0,74.0,9,9,6025.5,0.7756334472645695,8,9,5,10,24
13659.0,41.0,18.0,60.0,205,12,4884.68,3.2748643579946046,1,4,6,9,19
13660.0,,,,399,1,306.64,,0,3,0,3,6
13661.0,,,,602,1,325.24,,0,1,0,3,4
13662.0,57.0,54.0,58.0,85,11,2233.61,1.0705000252665622,6,6,6,8,20
13663.0,116.0,224.0,81.0,178,5,2047.51,0.3613353322223805,0,5,3,8,16
13665.0,58.0,,58.0,385,3,1711.6599999999999,,0,3,2,7,12
13666.0,168.0,315.0,119.0,59,5,127.9,0.3806971316610046,0,6,3,1,10
13667.0,,,,148,1,299.05,,0,5,0,3,8
13668.0,21.0,26.0,17.0,2,35,12948.48,0.6511736349949585,9,10,8,10,28
13669.0,178.0,,178.0,50,3,413.54999999999995,,0,7,2,4,13
13670.0,,,,74,1,349.7,,0,6,0,3,9
13671.0,,,,394,1,172.6,,0,3,0,2,5
13672.0,214.0,,214.0,300,3,419.9200000000001,,0,4,2,4,10
13673.0,13.0,,13.0,18,2,387.44,,0,9,1,3,13
13674.0,,,,432,1,240.68,,0,2,0,2,4
13675.0,133.0,,133.0,150,2,486.82000000000005,,0,5,1,4,10
13676.0,80.0,,80.0,538,2,243.90000000000003,,0,1,1,2,4
13677.0,57.0,,57.0,404,3,825.1999999999999,,0,3,2,5,10
13678.0,,,,151,1,232.6,,0,5,0,2,7
13679.0,120.0,,120.0,493,3,281.26,,0,2,2,2,6
13680.0,66.0,17.0,107.0,0,12,11419.67,6.038238789590436,1,10,6,10,26
13681.0,45.0,86.0,25.0,17,4,827.83,0.29350711658403966,0,9,3,5,17
13682.0,,,,186,1,59.5,,0,5,0,1,6
13683.0,,,,457,1,258.6,,0,2,0,2,4
13684.0,111.0,58.0,138.0,285,4,594.88,2.3486892488954343,0,4,3,4,11
13685.0,9.0,7.0,10.0,2,7,3119.44,1.4301873698820264,0,10,4,9,23
13686.0,109.0,,109.0,182,3,409.04,,0,5,2,3,10
13687.0,,,,437,1,11880.84,,0,2,0,10,12
13688.0,,,,634,1,375.5,,0,1,0,3,4
13689.0,381.0,,381.0,62,2,1259.5,,0,6,1,7,14
13690.0,,,,58,1,172.25,,0,7,0,2,9
13691.0,,,,395,1,212.78,,0,3,0,2,5
13692.0,98.0,11.0,128.0,24,5,3114.4,10.800085925752338,0,8,3,9,20
13693.0,44.0,10.0,65.0,373,9,2011.8200000000002,6.2688663545387975,1,3,5,8,16
13694.0,5.0,2.0,7.0,3,143,195640.69,2.961109191392602,1,10,10,10,30
13695.0,36.0,60.0,15.0,30,16,2770.73,0.2623271822756985,10,8,7,8,23
13696.0,122.0,,122.0,421,3,2020.4,,0,2,2,8,12
13697.0,,,,38,1,151.29999999999998,,0,7,0,1,8
13698.0,85.0,,85.0,596,2,451.73,,0,1,1,4,6
13699.0,395.0,,395.0,154,2,764.1500000000001,,0,5,1,5,11
13700.0,53.0,79.0,35.0,25,13,2596.9700000000003,0.43869818772001273,10,8,7,8,23
13701.0,,,,446,1,161.0,,0,2,0,1,3
13702.0,,,,445,1,135.18,,0,2,0,1,3
13703.0,96.0,,96.0,317,2,425.56,,0,3,1,4,8
13704.0,10.0,3.0,14.0,4,9,2308.06,4.887858618315355,1,10,5,8,23
13705.0,102.0,57.0,125.0,7,7,1717.19,2.1639982483818527,0,10,4,7,21
13706.0,324.0,,324.0,302,2,631.1700000000001,,0,4,1,5,10
13707.0,67.0,106.0,54.0,266,5,3365.8599999999997,0.5060803072519869,0,4,3,9,16
13708.0,,,,270,1,285.33,,0,4,0,2,6
13709.0,40.0,71.0,13.0,3,18,7571.35,0.19305614763017187,10,10,7,10,27
13710.0,290.0,,290.0,31,3,509.52,,0,8,2,4,14
13711.0,63.0,13.0,93.0,218,9,1792.26,7.009890435297601,1,4,5,7,16
13712.0,364.0,,364.0,246,2,766.4200000000001,,0,4,1,5,10
13713.0,87.0,,87.0,407,3,740.76,,0,3,2,5,10
13714.0,,,,464,1,161.35,,0,2,0,1,3
13715.0,22.0,19.0,24.0,280,17,8153.04,1.2520355044062799,5,4,7,10,21
13716.0,,,,268,1,138.28,,0,4,0,1,5
13717.0,64.0,81.0,52.0,31,8,1763.3,0.6373189833304517,9,8,5,7,20
13718.0,49.0,,49.0,245,2,306.55,,0,4,1,3,8
13719.0,55.0,23.0,77.0,14,11,2783.08,3.320585122938064,1,9,6,8,23
13720.0,46.0,16.0,60.0,116,4,799.9,3.7506196581196583,0,5,3,5,13
13721.0,358.0,,358.0,35,2,741.54,,0,7,1,5,13
13722.0,57.0,49.0,63.0,131,10,5635.41,1.2898745459733874,5,5,6,10,21
13723.0,78.0,97.0,66.0,216,6,1194.08,0.6738711669991366,0,4,4,6,14
13724.0,,,,636,1,213.01,,0,1,0,2,3
13725.0,36.0,6.0,59.0,49,8,1980.56,8.874436374901043,1,7,5,8,20
13726.0,61.0,,61.0,38,2,1079.66,,0,7,1,6,14
13727.0,100.0,39.0,145.0,28,8,1074.15,3.6769763815397556,1,8,5,6,19
13728.0,46.0,38.0,52.0,36,16,2855.17,1.3500607746061042,4,7,7,8,22
13729.0,124.0,,124.0,435,3,724.73,,0,2,2,5,9
13730.0,25.0,,25.0,135,2,752.5999999999999,,0,5,1,5,11
13731.0,27.0,,27.0,218,2,610.59,,0,4,1,5,10
13732.0,,,,27,1,491.86,,0,8,0,4,12
13733.0,324.0,,324.0,410,2,487.03000000000003,,0,2,1,4,7
13734.0,31.0,84.0,4.0,508,4,6695.6900000000005,0.058921753758112,0,2,3,10,15
13735.0,58.0,39.0,71.0,24,13,9762.77,1.7932051797938207,3,8,7,10,25
13736.0,121.0,137.0,113.0,4,7,2752.4700000000003,0.8282088829998809,0,10,4,8,22
13737.0,,,,199,1,339.59999999999997,,0,4,0,3,7
13738.0,,,,395,1,434.78000000000003,,0,3,0,4,7
13739.0,509.0,,509.0,17,2,292.2,,0,9,1,3,13
13740.0,124.0,160.0,112.0,240,5,1582.77,0.6962178665412047,0,4,3,7,14
13741.0,72.0,,72.0,71,3,668.4300000000001,,0,6,2,5,13
13742.0,27.0,26.0,28.0,16,12,3107.87,1.0711450166364582,6,9,6,9,24
13743.0,42.0,52.0,38.0,2,7,1341.6,0.7342812322686159,0,10,4,7,21
13744.0,197.0,,197.0,94,2,1080.52,,0,6,1,6,13
13745.0,383.0,,383.0,161,2,777.36,,0,5,1,5,11
13746.0,,,,413,1,176.69,,0,2,0,2,4
13747.0,51.0,,51.0,373,2,169.79999999999998,,0,3,1,2,6
13748.0,80.0,118.0,57.0,95,9,2064.35,0.48399137961325384,10,6,5,8,19
13750.0,56.0,55.0,56.0,53,11,3602.1800000000003,1.018662997162776,6,7,6,9,22
13751.0,,,,287,1,296.25,,0,4,0,3,7
13752.0,67.0,156.0,22.0,123,7,1579.8300000000002,0.14371566885986797,0,5,4,7,16
13753.0,149.0,85.0,182.0,287,4,2094.57,2.1394090278344624,0,4,3,8,15
13754.0,142.0,,142.0,151,3,447.05,,0,5,2,4,11
13755.0,7.0,8.0,6.0,3,9,2108.06,0.8407655022563931,8,10,5,8,23
13756.0,32.0,36.0,29.0,1,23,8655.95,0.8197337962962963,8,10,7,10,27
13757.0,,,,674,1,195.55,,0,1,0,2,3
13758.0,51.0,58.0,47.0,11,15,8698.13,0.8162325266886878,8,9,7,10,26
13759.0,37.0,,37.0,32,2,659.4100000000001,,0,8,1,5,14
13760.0,134.0,58.0,160.0,53,5,1363.6399999999999,2.764764333345305,0,7,3,7,17
13761.0,121.0,77.0,150.0,49,6,1952.17,1.9560355357633834,0,7,4,8,19
13762.0,119.0,48.0,143.0,218,5,2472.48,2.932011170808466,0,4,3,8,15
13763.0,185.0,,185.0,62,3,5217.4400000000005,,0,6,2,9,17
13764.0,114.0,36.0,166.0,70,6,2919.62,4.548258319007956,0,6,4,8,18
13765.0,,,,652,1,352.821,,0,1,0,3,4
13766.0,,,,494,1,190.35,,0,2,0,2,4
13767.0,10.0,10.0,10.0,1,73,33903.57,0.9659251438351235,7,10,9,10,29
13768.0,4.0,,4.0,726,2,875.97,,0,1,1,6,8
13769.0,37.0,34.0,40.0,1,20,5478.12,1.174087940328844,5,10,7,10,27
13770.0,102.0,84.0,111.0,421,4,785.37,1.315475167202862,0,2,3,5,10
13771.0,73.0,34.0,97.0,63,9,5728.82,2.8309022033451954,1,6,5,10,21
13772.0,88.0,84.0,91.0,33,8,3100.02,1.0836564517496248,6,7,5,9,21
13773.0,263.0,,263.0,396,2,301.54,,0,3,1,3,7
13774.0,,,,81,1,345.0,,0,6,0,3,9
13775.0,,,,590,1,1049.66,,0,1,0,6,7
13776.0,0.0,,0.0,427,2,623.98,,0,2,1,5,8
13777.0,12.0,12.0,12.0,0,61,49638.26,0.9575091458859167,7,10,9,10,29
13778.0,154.0,31.0,215.0,102,4,1124.49,6.732668101480467,0,5,3,6,14
13779.0,,,,515,1,161.13,,0,2,0,1,3
13780.0,199.0,,199.0,6,3,732.07,,0,10,2,5,17
13781.0,235.0,,235.0,250,3,778.83,,0,4,2,5,11
13782.0,60.0,48.0,68.0,12,13,1786.08,1.3884780644028651,4,9,7,7,23
13783.0,61.0,33.0,75.0,487,4,1542.09,2.2407710902609907,0,2,3,7,12
13784.0,33.0,28.0,38.0,9,14,2910.23,1.3810552070238433,4,9,7,8,24
13785.0,10.0,0.0,15.0,428,4,542.49,19.967741935483872,0,2,3,4,9
13786.0,73.0,64.0,80.0,366,6,3127.99,1.2414236483368082,0,3,4,9,16
13787.0,123.0,70.0,159.0,75,6,1222.5,2.2787692561846944,0,6,4,6,16
13788.0,,,,504,1,3.75,,0,2,0,1,3
13789.0,,,,387,1,239.45999999999998,,0,3,0,2,5
13790.0,,,,3,1,348.8,,0,10,0,3,13
13791.0,40.0,,40.0,127,2,1516.0,,0,5,1,7,13
13792.0,178.0,,178.0,65,3,383.95000000000005,,0,6,2,3,11
13793.0,,,,646,1,96.0,,0,1,0,1,2
13794.0,,,,546,1,126.03,,0,1,0,1,2
13795.0,83.0,130.0,59.0,387,4,836.3,0.45145432851650535,0,3,3,5,11
13796.0,,,,498,1,289.7,,0,2,0,3,5
13797.0,105.0,,105.0,436,3,1179.45,,0,2,2,6,10
13798.0,6.0,6.0,6.0,0,110,75428.87,0.9712462130524165,7,10,10,10,30
13799.0,65.0,33.0,85.0,116,9,2803.57,2.5430969956371605,2,5,5,8,18
13800.0,213.0,,213.0,309,3,1679.56,,0,4,2,7,13
13801.0,,,,66,1,324.8,,0,6,0,3,9
13802.0,29.0,14.0,41.0,138,19,26259.11,2.9028435174316773,1,5,7,10,22
13803.0,181.0,,181.0,254,3,1338.9099999999999,,0,4,2,7,13
13804.0,50.0,93.0,25.0,30,9,3161.12,0.26957500173488913,10,8,5,9,22
13805.0,76.0,,76.0,51,2,924.6,,0,7,1,6,14
13806.0,,,,63,1,256.38,,0,6,0,2,8
13807.0,184.0,,184.0,366,3,422.2,,0,3,2,4,9
13808.0,22.0,3.0,29.0,5,5,1747.66,9.771609221990902,0,10,3,7,20
13809.0,77.0,,77.0,304,3,679.7,,0,4,2,5,11
13810.0,13.0,,13.0,28,3,1499.01,,0,8,2,7,17
13811.0,27.0,,27.0,183,3,814.5,,0,5,2,5,12
13812.0,31.0,,31.0,41,3,539.0,,0,7,2,4,13
13813.0,99.0,68.0,122.0,39,8,2765.4700000000003,1.777487405329215,3,7,5,8,20
13814.0,217.0,,217.0,91,3,2257.32,,0,6,2,8,16
13815.0,91.0,86.0,96.0,21,8,7475.74,1.1120582195820243,6,8,5,10,23
13816.0,40.0,,40.0,23,2,571.6700000000001,,0,8,1,4,13
13817.0,322.0,,322.0,28,2,382.98,,0,8,1,3,12
13818.0,,,,429,1,61.28,,0,2,0,1,3
13819.0,87.0,34.0,122.0,301,6,2642.35,3.5553138929165997,0,4,4,8,16
13820.0,131.0,,131.0,417,3,652.75,,0,2,2,5,9
13821.0,111.0,5.0,182.0,144,6,1379.08,33.40945980218108,0,5,4,7,16
13822.0,34.0,,34.0,5,2,632.0,,0,10,1,5,16
13823.0,117.0,42.0,154.0,18,7,3403.45,3.6089424320827943,0,9,4,9,22
13824.0,54.0,44.0,63.0,32,12,3314.76,1.4368691449457576,4,8,6,9,23
13825.0,108.0,,108.0,621,2,255.59000000000003,,0,1,1,2,4
13826.0,,,,175,1,189.5,,0,5,0,2,7
13827.0,42.0,,42.0,57,3,409.8,,0,7,2,4,13
13828.0,,,,21,1,209.49,,0,8,0,2,10
13829.0,,,,420,1,102.0,,0,2,0,1,3
13830.0,,,,581,1,156.85000000000002,,0,1,0,1,2
13831.0,41.0,19.0,61.0,15,18,6585.54,3.0773768136096047,1,9,7,10,26
13832.0,403.0,,403.0,18,2,609.89,,0,9,1,5,15
13833.0,244.0,,244.0,158,2,700.4100000000001,,0,5,1,5,11
13834.0,92.0,,92.0,576,2,324.19,,0,1,1,3,5
13835.0,103.0,63.0,123.0,24,7,1095.27,1.9587407236132215,0,8,4,6,18
13836.0,15.0,,15.0,398,2,620.37,,0,3,1,5,9
13837.0,105.0,,105.0,211,2,266.59000000000003,,0,4,1,2,7
13838.0,63.0,38.0,83.0,5,10,1690.07,2.1818755778033325,2,10,6,7,23
13839.0,,,,485,1,139.95000000000002,,0,2,0,1,3
13840.0,,,,415,1,651.4,,0,2,0,5,7
13841.0,,,,252,1,85.0,,0,4,0,1,5
13842.0,35.0,30.0,39.0,58,18,5319.34,1.2900245122956837,5,7,7,9,23
13843.0,,,,380,1,319.75,,0,3,0,3,6
13844.0,,,,10,1,361.62,,0,9,0,3,12
13845.0,,,,64,1,312.98,,0,6,0,3,9
13846.0,125.0,39.0,167.0,24,4,1307.79,4.27661832331093,0,8,3,7,18
13847.0,,,,719,1,310.72,,0,1,0,3,4
13848.0,91.0,85.0,95.0,91,8,3015.0,1.1061579520286255,6,6,5,9,20
13849.0,143.0,190.0,127.0,51,5,3469.2999999999997,0.6712129956338683,0,7,3,9,19
13850.0,,,,128,1,1595.48,,0,5,0,7,12
13851.0,83.0,94.0,74.0,95,8,4606.46,0.79130165455865,8,6,5,9,20
13852.0,,,,610,1,187.35000000000002,,0,1,0,2,3
13853.0,,,,56,1,1090.14,,0,7,0,6,13
13854.0,18.0,21.0,15.0,8,39,11944.56,0.7001516808922049,9,10,8,10,28
13855.0,76.0,9.0,110.0,500,4,1310.3400000000001,11.13387729373862,0,2,3,7,12
13856.0,45.0,17.0,63.0,168,11,1142.03,3.566622970919502,1,5,6,6,17
13857.0,35.0,64.0,16.0,392,6,1001.01,0.2596145330058147,0,3,4,6,13
13858.0,,,,56,1,216.17,,0,7,0,2,9
13859.0,203.0,,203.0,325,2,515.86,,0,3,1,4,8
13860.0,21.0,34.0,16.0,0,5,1245.9,0.49622803634616813,0,10,3,7,20
13861.0,101.0,,101.0,428,2,273.26,,0,2,1,2,5
13862.0,46.0,52.0,42.0,17,9,2556.09,0.8169642975513397,8,9,5,8,22
13863.0,115.0,51.0,147.0,247,4,1239.55,2.890867747777188,0,4,3,7,14
13864.0,,,,386,1,662.4000000000001,,0,3,0,5,8
13865.0,77.0,102.0,64.0,57,4,501.56,0.6234704213938411,0,7,3,4,14
13866.0,,,,73,1,145.67000000000002,,0,6,0,1,7
13867.0,93.0,,93.0,30,3,1005.0900000000001,,0,8,2,6,16
13868.0,31.0,,31.0,6,2,3192.54,,0,10,1,9,20
13869.0,63.0,59.0,65.0,122,10,7996.870000000001,1.1009500566547545,6,5,6,10,21
13870.0,47.0,47.0,48.0,1,15,5712.08,1.0231184423294175,6,10,7,10,27
13871.0,43.0,69.0,23.0,22,17,7885.85,0.3421832957794719,10,8,7,10,25
13872.0,99.0,,99.0,526,3,919.5699999999999,,0,2,2,6,10
13873.0,75.0,73.0,76.0,119,8,1038.92,1.0310504719815714,6,5,5,6,16
13874.0,52.0,36.0,60.0,357,7,2049.15,1.6312893525044638,0,3,4,8,15
13875.0,51.0,36.0,64.0,53,14,4814.37,1.7489001780543307,3,7,7,9,23
13876.0,,,,63,1,122.7,,0,6,0,1,7
13877.0,301.0,,301.0,85,3,449.68,,0,6,2,4,12
13878.0,183.0,28.0,260.0,54,4,2416.8999999999996,9.005113186259212,0,7,3,8,18
13879.0,,,,645,1,395.5,,0,1,0,3,4
13880.0,33.0,46.0,24.0,20,17,4293.86,0.5208356999305404,9,8,7,9,24
13881.0,15.0,12.0,18.0,3,43,45179.1,1.4734335999797756,4,10,8,10,28
13882.0,15.0,20.0,13.0,2,5,1191.13,0.6530718519749599,0,10,3,6,19
13883.0,51.0,47.0,54.0,10,15,6560.02,1.147379941936286,6,9,7,10,26
13884.0,51.0,23.0,73.0,6,10,1825.03,3.1535723818845094,1,10,6,8,24
13885.0,11.0,,11.0,188,2,506.79999999999995,,0,5,1,4,10
13886.0,,,,70,1,243.56,,0,6,0,2,8
13887.0,,,,203,1,349.55,,0,4,0,3,7
13888.0,75.0,40.0,93.0,119,7,2001.5900000000001,2.315575949909941,0,5,4,8,17
13889.0,118.0,108.0,125.0,92,6,1991.23,1.165906346078214,0,6,4,8,18
13890.0,56.0,113.0,7.0,0,14,2927.38,0.061879875301538156,10,10,7,8,25
13891.0,101.0,,101.0,377,3,859.21,,0,3,2,5,10
13892.0,109.0,164.0,73.0,26,6,1267.6499999999999,0.4456890899830889,0,8,4,7,19
13893.0,,,,297,1,821.1,,0,4,0,5,9
13894.0,143.0,,143.0,23,3,564.62,,0,8,2,4,14
13895.0,141.0,285.0,45.0,27,6,4008.52,0.15886508287310708,0,8,4,9,21
13896.0,,,,625,1,388.55,,0,1,0,3,4
13897.0,313.0,,313.0,49,3,1160.72,,0,7,2,6,15
13898.0,85.0,,85.0,325,2,686.4000000000001,,0,3,1,5,9
13899.0,258.0,,258.0,15,2,388.52,,0,9,1,3,13
13900.0,88.0,117.0,68.0,182,6,1610.5900000000001,0.5848376873425476,0,5,4,7,16
13901.0,45.0,30.0,55.0,71,15,5676.34,1.8332973341669982,3,6,7,10,23
13902.0,23.0,37.0,18.0,631,5,34095.259999999995,0.4918795523957031,0,1,3,10,14
13903.0,,,,399,1,165.45000000000002,,0,3,0,2,5
13904.0,257.0,,257.0,36,2,332.64,,0,7,1,3,11
13905.0,,,,732,1,312.65,,0,1,0,3,4
13906.0,,,,408,1,42.0,,0,3,0,1,4
13907.0,,,,691,1,136.8,,0,1,0,1,2
13908.0,65.0,61.0,67.0,79,4,2369.55,1.0904070419376541,0,6,3,8,17
13909.0,98.0,,98.0,422,2,282.84999999999997,,0,2,1,2,5
13911.0,31.0,19.0,41.0,56,20,4234.99,2.193366506188042,2,7,7,9,23
13912.0,,,,423,1,124.95,,0,2,0,1,3
13913.0,,,,506,1,42.22,,0,2,0,1,3
13914.0,24.0,,24.0,11,2,626.45,,0,9,1,5,15
13915.0,,,,393,1,70.80000000000001,,0,3,0,1,4
13916.0,70.0,120.0,45.0,463,4,1275.81,0.3822145672704574,0,2,3,7,12
13917.0,141.0,,141.0,49,2,272.03999999999996,,0,7,1,2,10
13918.0,203.0,,203.0,49,2,1212.84,,0,7,1,6,14
13919.0,160.0,116.0,182.0,58,4,1360.68,1.5723817613034818,0,7,3,7,17
13920.0,43.0,71.0,29.0,431,4,1774.68,0.4106896051804958,0,2,3,7,12
13921.0,106.0,180.0,69.0,401,4,730.7,0.3818327634966865,0,3,3,5,11
13922.0,57.0,,57.0,351,3,865.2,,0,3,2,5,10
13923.0,,,,53,1,351.13,,0,7,0,3,10
13924.0,14.0,20.0,9.0,1,6,1838.85,0.4903723887375114,0,10,4,8,22
13925.0,14.0,13.0,14.0,92,4,678.25,1.1136412116040955,0,6,3,5,14
13926.0,,,,22,1,223.85000000000002,,0,8,0,2,10
13927.0,362.0,,362.0,74,2,708.26,,0,6,1,5,12
13928.0,40.0,26.0,47.0,10,4,464.57000000000005,1.786878460185233,0,9,3,4,16
13929.0,52.0,33.0,65.0,168,11,3494.1,1.9446483956319351,2,5,6,9,20
13930.0,78.0,,78.0,57,2,337.34,,0,7,1,3,11
13931.0,64.0,69.0,60.0,95,11,5257.38,0.8644867835983747,7,6,6,9,21
13932.0,,,,294,1,307.4,,0,4,0,3,7
13933.0,39.0,,39.0,108,2,608.79,,0,5,1,4,10
13934.0,,,,263,1,922.1,,0,4,0,6,10
13935.0,27.0,,27.0,596,3,6116.92,,0,1,2,10,13
13936.0,117.0,,117.0,179,3,939.66,,0,5,2,6,13
13937.0,233.0,,233.0,168,2,880.13,,0,5,1,6,12
13938.0,,,,34,1,71.66,,0,7,0,1,8
13939.0,98.0,41.0,126.0,22,7,1560.96,3.0097860719162495,0,8,4,7,19
13940.0,42.0,27.0,49.0,16,4,839.14,1.7784258013060166,0,9,3,5,17
13941.0,50.0,29.0,65.0,21,15,10027.18,2.1928977769148625,2,8,7,10,25
13942.0,,,,534,1,320.0,,0,2,0,3,5
13943.0,,,,577,1,246.54,,0,1,0,2,3
13944.0,,,,652,1,200.43,,0,1,0,2,3
13945.0,85.0,,85.0,394,2,854.15,,0,3,1,5,9
13946.0,131.0,179.0,98.0,78,6,1876.23,0.5509807181493753,0,6,4,8,18
13947.0,,,,64,1,90.6,,0,6,0,1,7
13948.0,124.0,87.0,143.0,360,4,548.76,1.654675053080251,0,3,3,4,10
13949.0,18.0,14.0,20.0,2,6,2427.32,1.4475597092419523,0,10,4,8,22
13950.0,78.0,173.0,30.0,10,4,745.06,0.17902881001752746,0,9,3,5,17
13951.0,59.0,,59.0,175,3,674.45,,0,5,2,5,12
13952.0,38.0,25.0,50.0,217,14,12823.520999999999,1.940091897567421,2,4,7,10,21
13953.0,65.0,75.0,57.0,6,12,6640.68,0.7653538792750418,8,10,6,10,26
13954.0,69.0,,69.0,1,2,439.91999999999996,,0,10,1,4,15
13955.0,110.0,,110.0,153,3,544.0699999999999,,0,5,2,4,11
13956.0,66.0,28.0,79.0,4,5,1019.27,2.818486247212829,0,10,3,6,19
13957.0,120.0,,120.0,417,3,458.25,,0,2,2,4,8
13958.0,50.0,47.0,52.0,379,8,4709.23,1.0999987932615727,6,3,5,9,17
13959.0,86.0,56.0,106.0,78,6,1064.77,1.903131925897927,0,6,4,6,16
13960.0,50.0,,50.0,20,2,230.22,,0,8,1,2,11
13961.0,,,,391,1,538.4,,0,3,0,4,7
13962.0,206.0,,206.0,21,3,362.8,,0,8,2,3,13
13963.0,18.0,18.0,17.0,307,17,2860.57,0.9261035817043801,7,4,7,8,19
13964.0,43.0,,43.0,386,2,438.9,,0,3,1,4,8
13965.0,113.0,,113.0,476,3,996.61,,0,2,2,6,10
13966.0,,,,434,1,384.26,,0,2,0,3,5
13967.0,250.0,,250.0,145,2,166.3,,0,5,1,2,8
13968.0,,,,422,1,123.66,,0,2,0,1,3
13969.0,18.0,14.0,21.0,6,35,12973.460000000001,1.4131136499051837,4,10,8,10,28
13970.0,51.0,,51.0,385,2,846.55,,0,3,1,5,9
13971.0,51.0,66.0,38.0,18,14,4667.57,0.5762776140610245,9,9,7,9,25
13972.0,131.0,,131.0,70,2,190.25,,0,6,1,2,9
13973.0,,,,286,1,264.7,,0,4,0,2,6
13974.0,532.0,,532.0,48,2,677.72,,0,7,1,5,13
13975.0,58.0,56.0,60.0,30,12,5256.4,1.0688856616576208,6,8,6,9,23
13976.0,153.0,78.0,191.0,206,4,1192.3600000000001,2.4561234286933487,0,4,3,6,13
13977.0,,,,410,1,519.8100000000001,,0,2,0,4,6
13978.0,30.0,,30.0,14,2,196.79000000000002,,0,9,1,2,12
13979.0,110.0,78.0,126.0,72,7,3379.93,1.6111170064598284,0,6,4,9,19
13980.0,148.0,78.0,172.0,59,5,768.8199999999999,2.1822344161287863,0,6,3,5,14
13981.0,,,,415,1,331.14,,0,2,0,3,5
13982.0,81.0,50.0,99.0,38,9,3954.29,1.961980073183768,2,7,5,9,21
13983.0,35.0,40.0,30.0,29,21,6753.89,0.7578181401774927,8,8,7,10,25
13984.0,64.0,67.0,61.0,26,12,1893.8,0.9174321089700539,7,8,6,8,22
13985.0,31.0,51.0,13.0,3,22,10020.86,0.2702550055763099,10,10,7,10,27
13986.0,,,,16,1,320.46,,0,9,0,3,12
13987.0,21.0,,21.0,379,2,682.54,,0,3,1,5,9
13988.0,86.0,141.0,45.0,19,8,4757.799999999999,0.31949378838341086,10,8,5,9,22
13989.0,124.0,76.0,140.0,65,5,2026.06,1.8501332358808034,0,6,3,8,17
13990.0,,,,212,1,311.3,,0,4,0,3,7
13991.0,26.0,45.0,13.0,11,6,852.88,0.2939038564739574,0,9,4,5,18
13992.0,216.0,,216.0,29,3,219.5,,0,8,2,2,12
13993.0,38.0,42.0,35.0,42,19,6775.71,0.8511051760783754,8,7,7,10,24
13994.0,28.0,35.0,24.0,3,6,2274.14,0.6985031793924265,0,10,4,8,22
13995.0,54.0,42.0,64.0,14,14,3902.0099999999998,1.526499331260103,4,9,7,9,25
13996.0,13.0,,13.0,385,2,895.76,,0,3,1,6,10
13997.0,15.0,,15.0,518,3,376.46000000000004,,0,2,2,3,7
13998.0,64.0,,64.0,446,3,566.7,,0,2,2,4,8
13999.0,25.0,21.0,29.0,9,29,9502.26,1.3817098002530401,4,9,8,10,27
14000.0,131.0,141.0,128.0,210,5,2046.3400000000001,0.9100650197618732,0,4,3,8,15
14001.0,55.0,17.0,79.0,45,9,4228.85,4.570818134445023,1,7,5,9,21
14002.0,22.0,,22.0,133,2,529.73,,0,5,1,4,10
14003.0,,,,732,1,209.41,,0,1,0,2,3
14004.0,39.0,36.0,40.0,42,11,6258.45,1.1121515195895477,6,7,6,10,23
14005.0,51.0,39.0,55.0,9,5,2874.7200000000003,1.388378353290634,0,9,3,8,20
14006.0,89.0,46.0,111.0,115,7,2196.67,2.4168263500158425,0,5,4,8,17
14007.0,,,,512,1,79.48,,0,2,0,1,3
14008.0,,,,431,1,509.04,,0,2,0,4,6
