Customer ID,avg_order_time,avg_first_half,avg_second_half,time_since_last_order,total_orders,total_sum,avg_incr,Recency,Frequency,Monetary_Value,RFM_Score
13892.0,109 days 19:27:36,164 days 12:46:00,73 days 07:55:20,26 days 01:00:00,6,1267.6499999999999,0.4456890899830889,0,4,7,11
13893.0,,,,297 days 01:20:00,1,821.1,,0,0,5,5
13894.0,143 days 10:25:00,,143 days 10:25:00,23 days 03:06:00,3,564.62,,0,2,4,6
13895.0,141 days 15:09:36,285 days 22:34:00,45 days 10:13:20,27 days 19:53:00,6,4008.52,0.15886508287310708,0,4,9,13
13896.0,,,,625 days 03:55:00,1,388.55,,0,0,3,3
13897.0,313 days 12:21:00,,313 days 12:21:00,49 days 22:20:00,3,1160.72,,0,2,6,8
13898.0,85 days 18:46:00,,85 days 18:46:00,325 days 02:22:00,2,686.4000000000001,,0,1,5,6
13899.0,258 days 04:10:00,,258 days 04:10:00,15 days 23:10:00,2,388.52,,0,1,3,4
13900.0,88 days 05:56:00,117 days 12:31:00,68 days 17:32:40,182 days 17:24:00,6,1610.5900000000001,0.5848376873425476,0,4,7,11
13901.0,45 days 02:05:38.571428,30 days 13:02:30,55 days 23:53:00,71 days 22:02:00,15,5676.34,1.8332973341669982,3,7,10,20
13902.0,23 days 00:46:45,37 days 05:09:00,18 days 07:19:20,631 days 23:41:00,5,34095.259999999995,0.4918795523957031,0,3,10,13
13903.0,,,,399 days 19:06:00,1,165.45000000000002,,0,0,2,2
13904.0,257 days 02:23:00,,257 days 02:23:00,36 days 23:09:00,2,332.64,,0,1,3,4
13905.0,,,,732 days 01:09:00,1,312.65,,0,0,3,3
13906.0,,,,408 days 21:50:00,1,42.0,,0,0,1,1
13907.0,,,,691 days 00:28:00,1,136.8,,0,0,1,1
13908.0,65 days 15:55:00,61 days 22:20:00,67 days 12:42:30,79 days 01:01:00,4,2369.55,1.0904070419376541,0,3,8,11
13909.0,98 days 00:30:00,,98 days 00:30:00,422 days 19:28:00,2,282.84999999999997,,0,1,2,3
13911.0,31 days 02:29:03.157894,19 days 02:30:13.333333,41 days 21:40:00,56 days 21:07:00,20,4234.99,2.193366506188042,2,7,9,18
13912.0,,,,423 days 04:07:00,1,124.95,,0,0,1,1
13913.0,,,,506 days 02:39:00,1,42.22,,0,0,1,1
13914.0,24 days 18:07:00,,24 days 18:07:00,11 days 02:15:00,2,626.45,,0,1,5,6
13915.0,,,,393 days 21:33:00,1,70.80000000000001,,0,0,1,1
13916.0,70 days 15:59:20,120 days 03:38:00,45 days 22:10:00,463 days 02:46:00,4,1275.81,0.3822145672704574,0,3,7,10
13917.0,141 days 21:10:00,,141 days 21:10:00,49 days 02:54:00,2,272.03999999999996,,0,1,2,3
13918.0,203 days 18:20:00,,203 days 18:20:00,49 days 00:25:00,2,1212.84,,0,1,6,7
13919.0,160 days 09:38:00,116 days 02:23:00,182 days 13:15:30,58 days 22:26:00,4,1360.68,1.5723817613034818,0,3,7,10
13920.0,43 days 14:56:20,71 days 20:25:00,29 days 12:12:00,431 days 00:13:00,4,1774.68,0.4106896051804958,0,3,7,10
13921.0,106 days 09:24:20,180 days 23:21:00,69 days 02:26:00,401 days 20:18:00,4,730.7,0.3818327634966865,0,3,5,8
13922.0,57 days 22:01:00,,57 days 22:01:00,351 days 02:12:00,3,865.2,,0,2,5,7
13923.0,,,,53 days 00:17:00,1,351.13,,0,0,3,3
13924.0,14 days 03:42:24,20 days 09:20:00,9 days 23:57:20,1 days 03:11:00,6,1838.85,0.4903723887375114,0,4,8,12
13925.0,14 days 00:12:40,13 days 00:32:00,14 days 12:03:00,92 days 00:03:00,4,678.25,1.1136412116040955,0,3,5,8
13926.0,,,,22 days 23:34:00,1,223.85000000000002,,0,0,2,2
13927.0,362 days 19:48:00,,362 days 19:48:00,74 days 00:50:00,2,708.26,,0,1,5,6
13928.0,40 days 22:11:20,26 days 20:14:00,47 days 23:10:00,10 days 02:17:00,4,464.57000000000005,1.786878460185233,0,3,4,7
13929.0,52 days 12:48:06,33 days 12:42:15,65 days 04:52:00,168 days 21:24:00,11,3494.1,1.9446483956319351,2,6,9,17
13930.0,78 days 22:45:00,,78 days 22:45:00,57 days 03:05:00,2,337.34,,0,1,3,4
13931.0,64 days 02:22:36,69 days 18:31:45,60 days 07:36:30,95 days 02:38:00,11,5257.38,0.8644867835983747,7,6,9,22
13932.0,,,,294 days 00:48:00,1,307.4,,0,0,3,3
13933.0,39 days 00:28:00,,39 days 00:28:00,108 days 22:47:00,2,608.79,,0,1,4,5
13934.0,,,,263 days 04:11:00,1,922.1,,0,0,6,6
13935.0,27 days 21:40:00,,27 days 21:40:00,596 days 01:29:00,3,6116.92,,0,2,10,12
13936.0,117 days 09:13:00,,117 days 09:13:00,179 days 04:03:00,3,939.66,,0,2,6,8
13937.0,233 days 03:58:00,,233 days 03:58:00,168 days 20:15:00,2,880.13,,0,1,6,7
13938.0,,,,34 days 22:13:00,1,71.66,,0,0,1,1
13939.0,98 days 04:08:20,41 days 22:57:30,126 days 06:43:45,22 days 23:17:00,7,1560.96,3.0097860719162495,0,4,7,11
13940.0,42 days 07:43:20,27 days 20:42:00,49 days 13:14:00,16 days 21:35:00,4,839.14,1.7784258013060166,0,3,5,8
13941.0,50 days 02:58:04.285714,29 days 19:20:50,65 days 08:41:00,21 days 03:07:00,15,10027.18,2.1928977769148625,2,7,10,19
13942.0,,,,534 days 00:15:00,1,320.0,,0,0,3,3
13943.0,,,,577 days 01:20:00,1,246.54,,0,0,2,2
13944.0,,,,652 days 21:48:00,1,200.43,,0,0,2,2
13945.0,85 days 00:01:00,,85 days 00:01:00,394 days 02:50:00,2,854.15,,0,1,5,6
13946.0,131 days 05:17:12,179 days 14:37:00,98 days 23:04:00,78 days 23:17:00,6,1876.23,0.5509807181493753,0,4,8,12
13947.0,,,,64 days 22:08:00,1,90.6,,0,0,1,1
13948.0,124 days 23:21:20,87 days 00:02:00,143 days 23:01:00,360 days 02:32:00,4,548.76,1.654675053080251,0,3,4,7
13949.0,18 days 09:08:00,14 days 11:45:00,20 days 23:23:20,2 days 03:15:00,6,2427.32,1.4475597092419523,0,4,8,12
13950.0,78 days 09:05:00,173 days 03:23:00,30 days 23:56:00,10 days 22:06:00,4,745.06,0.17902881001752746,0,3,5,8
13951.0,59 days 00:41:00,,59 days 00:41:00,175 days 20:07:00,3,674.45,,0,2,5,7
13952.0,38 days 22:06:04.615384,25 days 20:10:10,50 days 03:11:08.571428,217 days 03:50:00,14,12823.520999999999,1.940091897567421,2,7,10,19
13953.0,65 days 13:22:21.818181,75 days 04:18:12,57 days 12:55:50,6 days 20:46:00,12,6640.68,0.7653538792750418,8,6,10,24
13954.0,69 days 01:58:00,,69 days 01:58:00,1 days 00:00:00,2,439.91999999999996,,0,1,4,5
13955.0,110 days 11:52:00,,110 days 11:52:00,153 days 19:31:00,3,544.0699999999999,,0,2,4,6
13956.0,66 days 12:07:15,28 days 03:13:00,79 days 07:05:20,4 days 23:30:00,5,1019.27,2.818486247212829,0,3,6,9
13957.0,120 days 11:45:00,,120 days 11:45:00,417 days 02:48:00,3,458.25,,0,2,4,6
13958.0,50 days 16:42:42.857142,47 days 22:56:40,52 days 18:02:15,379 days 02:39:00,8,4709.23,1.0999987932615727,6,5,9,20
13959.0,86 days 09:35:00,56 days 00:50:30,106 days 15:24:40,78 days 21:44:00,6,1064.77,1.903131925897927,0,4,6,10
13960.0,50 days 02:48:00,,50 days 02:48:00,20 days 21:23:00,2,230.22,,0,1,2,3
13961.0,,,,391 days 22:10:00,1,538.4,,0,0,4,4
13962.0,206 days 23:06:00,,206 days 23:06:00,21 days 04:03:00,3,362.8,,0,2,3,5
13963.0,18 days 01:23:56.250000,18 days 20:11:42.857142,17 days 10:46:46.666666,307 days 22:07:00,17,2860.57,0.9261035817043801,7,7,8,22
13964.0,43 days 01:15:00,,43 days 01:15:00,386 days 22:57:00,2,438.9,,0,1,4,5
13965.0,113 days 09:39:30,,113 days 09:39:30,476 days 02:10:00,3,996.61,,0,2,6,8
13966.0,,,,434 days 23:42:00,1,384.26,,0,0,3,3
13967.0,250 days 22:38:00,,250 days 22:38:00,145 days 00:48:00,2,166.3,,0,1,2,3
13968.0,,,,422 days 23:28:00,1,123.66,,0,0,1,1
13969.0,18 days 03:35:10.588235,14 days 21:25:00,21 days 01:04:13.333333,6 days 21:39:00,35,12973.460000000001,1.4131136499051837,4,8,10,22
13970.0,51 days 01:28:00,,51 days 01:28:00,385 days 23:29:00,2,846.55,,0,1,5,6
13971.0,51 days 02:01:09.230769,66 days 04:26:00,38 days 03:22:42.857142,18 days 00:44:00,14,4667.57,0.5762776140610245,9,7,9,25
13972.0,131 days 00:20:00,,131 days 00:20:00,70 days 00:56:00,2,190.25,,0,1,2,3
13973.0,,,,286 days 21:29:00,1,264.7,,0,0,2,2
13974.0,532 days 20:46:00,,532 days 20:46:00,48 days 22:09:00,2,677.72,,0,1,5,6
13975.0,58 days 13:06:00,56 days 10:13:00,60 days 07:30:10,30 days 23:31:00,12,5256.4,1.0688856616576208,6,6,9,21
13976.0,153 days 22:41:40,78 days 02:46:00,191 days 20:39:30,206 days 03:37:00,4,1192.3600000000001,2.4561234286933487,0,3,6,9
13977.0,,,,410 days 22:42:00,1,519.8100000000001,,0,0,4,4
13978.0,30 days 20:32:00,,30 days 20:32:00,14 days 01:14:00,2,196.79000000000002,,0,1,2,3
13979.0,110 days 12:35:00,78 days 12:43:30,126 days 12:30:45,72 days 23:18:00,7,3379.93,1.6111170064598284,0,4,9,13
13980.0,148 days 23:49:00,78 days 23:18:00,172 days 07:59:20,59 days 23:16:00,5,768.8199999999999,2.1822344161287863,0,3,5,8
13981.0,,,,415 days 02:47:00,1,331.14,,0,0,3,3
13982.0,81 days 03:17:30,50 days 16:07:00,99 days 09:59:48,38 days 20:26:00,9,3954.29,1.961980073183768,2,5,9,16
13983.0,35 days 01:03:39,40 days 10:18:20,30 days 15:18:54.545454,29 days 01:44:00,21,6753.89,0.7578181401774927,8,7,10,25
13984.0,64 days 04:26:05.454545,67 days 05:05:00,61 days 15:53:40,26 days 00:12:00,12,1893.8,0.9174321089700539,7,6,8,21
13985.0,31 days 15:00:28.571428,51 days 04:39:36,13 days 20:03:05.454545,3 days 19:44:00,22,10020.86,0.2702550055763099,10,7,10,27
13986.0,,,,16 days 21:50:00,1,320.46,,0,0,3,3
13987.0,21 days 00:26:00,,21 days 00:26:00,379 days 02:30:00,2,682.54,,0,1,5,6
13988.0,86 days 13:35:42.857142,141 days 15:32:40,45 days 06:08:00,19 days 02:35:00,8,4757.799999999999,0.31949378838341086,10,5,9,24
13989.0,124 days 11:23:30,76 days 00:15:00,140 days 15:06:20,65 days 03:03:00,5,2026.06,1.8501332358808034,0,3,8,11
13990.0,,,,212 days 21:31:00,1,311.3,,0,0,3,3
13991.0,26 days 05:28:00,45 days 12:10:30,13 days 08:59:40,11 days 20:32:00,6,852.88,0.2939038564739574,0,4,5,9
13992.0,216 days 11:09:30,,216 days 11:09:30,29 days 21:27:00,3,219.5,,0,2,2,4
13993.0,38 days 13:10:30,42 days 00:36:22.500000,35 days 18:25:48,42 days 03:44:00,19,6775.71,0.8511051760783754,8,7,10,25
13994.0,28 days 22:31:24,35 days 07:54:30,24 days 16:16:00,3 days 01:45:00,6,2274.14,0.6985031793924265,0,4,8,12
13995.0,54 days 07:30:41.538461,42 days 07:35:30,64 days 14:18:00,14 days 22:28:00,14,3902.0099999999998,1.526499331260103,4,7,9,20
13996.0,13 days 01:20:00,,13 days 01:20:00,385 days 20:23:00,2,895.76,,0,1,6,7
13997.0,15 days 12:16:30,,15 days 12:16:30,518 days 18:44:00,3,376.46000000000004,,0,2,3,5
13998.0,64 days 22:31:00,,64 days 22:31:00,446 days 02:30:00,3,566.7,,0,2,4,6
13999.0,25 days 20:36:21.428571,21 days 11:14:41.538461,29 days 15:55:08,9 days 23:10:00,29,9502.26,1.3817098002530401,4,8,10,22
14000.0,131 days 13:45:00,141 days 02:09:00,128 days 09:37:00,210 days 20:00:00,5,2046.3400000000001,0.9100650197618732,0,3,8,11
14001.0,55 days 23:42:45,17 days 07:47:00,79 days 04:28:12,45 days 02:19:00,9,4228.85,4.570818134445023,1,5,9,15
14002.0,22 days 00:56:00,,22 days 00:56:00,133 days 20:55:00,2,529.73,,0,1,4,5
14003.0,,,,732 days 03:57:00,1,209.41,,0,0,2,2
14004.0,39 days 05:18:06,36 days 17:57:15,40 days 20:52:00,42 days 22:10:00,11,6258.45,1.1121515195895477,6,6,10,22
14005.0,51 days 12:32:00,39 days 21:36:00,55 days 09:30:40,9 days 00:09:00,5,2874.7200000000003,1.388378353290634,0,3,8,11
14006.0,89 days 11:59:00,46 days 00:37:00,111 days 05:40:00,115 days 03:11:00,7,2196.67,2.4168263500158425,0,4,8,12
14007.0,,,,512 days 03:44:00,1,79.48,,0,0,1,1
14008.0,,,,431 days 23:41:00,1,509.04,,0,0,4,4
14009.0,132 days 01:49:30,,132 days 01:49:30,197 days 21:03:00,3,1099.91,,0,2,6,8
14010.0,0 days 00:14:00,,0 days 00:14:00,564 days 23:50:00,2,445.15,,0,1,4,5
14011.0,127 days 01:51:00,,127 days 01:51:00,479 days 21:19:00,2,457.82,,0,1,4,5
14012.0,,,,277 days 00:24:00,1,328.8,,0,0,3,3
14013.0,128 days 07:14:45,243 days 06:14:00,89 days 23:35:00,109 days 21:49:00,5,1084.57,0.36990356671824237,0,3,6,9
14014.0,249 days 14:07:00,,249 days 14:07:00,76 days 23:32:00,3,1948.2099999999998,,0,2,8,10
14015.0,,,,52 days 02:48:00,1,917.34,,0,0,6,6
14016.0,53 days 21:19:42,44 days 22:52:30,59 days 20:17:50,161 days 01:21:00,11,11403.41,1.3312915974716462,4,6,10,20
14017.0,,,,570 days 21:58:00,1,229.75,,0,0,2,2
14018.0,,,,644 days 22:27:00,1,367.15000000000003,,0,0,3,3
14019.0,45 days 21:17:00,,45 days 21:17:00,46 days 02:37:00,3,1421.61,,0,2,7,9
14020.0,170 days 21:57:40,52 days 21:40:00,229 days 22:06:30,16 days 03:28:00,4,1249.01,4.346107902336572,0,3,7,10
14021.0,72 days 20:44:00,85 days 00:49:30,66 days 18:41:15,154 days 21:04:00,7,1716.5800000000002,0.785313537417466,0,4,7,11
14022.0,261 days 05:01:00,,261 days 05:01:00,224 days 22:11:00,2,792.1500000000001,,0,1,5,6
14023.0,242 days 22:08:00,,242 days 22:08:00,6 days 22:52:00,2,584.0699999999999,,0,1,4,5
14024.0,134 days 12:19:30,,134 days 12:19:30,121 days 01:20:00,3,645.74,,0,2,5,7
14025.0,17 days 00:02:08.571428,12 days 01:21:00,20 days 17:03:00,464 days 02:39:00,8,4057.9,1.7178157940210816,3,5,9,17
14026.0,154 days 20:21:00,,154 days 20:21:00,470 days 02:19:00,2,713.11,,0,1,5,6
14027.0,,,,60 days 03:49:00,1,104.82,,0,0,1,1
14028.0,0 days 00:45:30,,0 days 00:45:30,549 days 23:17:00,3,10396.5,,0,2,10,12
14029.0,80 days 21:49:00,,80 days 21:49:00,62 days 22:04:00,2,467.65999999999997,,0,1,4,5
14030.0,37 days 10:04:15.789473,37 days 05:21:20,37 days 14:18:54,17 days 20:02:00,20,7521.8,1.0100289793786223,6,7,10,23
14031.0,16 days 22:55:18.139534,14 days 16:01:51.428571,19 days 03:19:02.727272,6 days 19:37:00,44,39019.51,1.3047643144325687,5,8,10,23
14032.0,48 days 05:01:24,64 days 06:31:42.857142,34 days 03:42:22.500000,1 days 21:27:00,16,4546.41,0.5314042573882295,9,7,9,25
14033.0,,,,554 days 21:40:00,1,109.44,,0,0,1,1
14034.0,67 days 12:28:00,,67 days 12:28:00,21 days 22:48:00,3,648.89,,0,2,5,7
14035.0,72 days 23:40:30,68 days 15:10:20,75 days 14:22:36,28 days 02:47:00,9,2794.75,1.101509995244375,6,5,8,19
14036.0,,,,284 days 03:24:00,1,626.65,,0,0,5,5
14037.0,111 days 05:15:36,43 days 23:16:00,156 days 01:15:20,175 days 22:53:00,6,836.95,3.549108176974751,0,4,5,9
14038.0,148 days 19:10:15,276 days 05:56:00,106 days 07:35:00,77 days 23:13:00,5,3069.88,0.3848580679544289,0,3,9,12
14039.0,542 days 03:33:00,,542 days 03:33:00,32 days 23:02:00,2,267.28,,0,1,2,3
14040.0,20 days 12:43:10.588235,17 days 01:45:26.250000,23 days 14:27:50,40 days 00:08:00,35,12523.81,1.3824376049168672,4,8,10,22
14041.0,,,,265 days 23:25:00,1,141.41,,0,0,1,1
14042.0,,,,724 days 21:43:00,1,431.98,,0,0,4,4
14043.0,238 days 02:22:00,,238 days 02:22:00,490 days 18:32:00,2,302.6,,0,1,3,4
14044.0,73 days 02:19:00,66 days 11:27:00,78 days 09:24:36,26 days 00:45:00,10,3077.7000000000003,1.1792346986743552,5,6,9,20
14045.0,39 days 09:57:16,29 days 21:38:08.571428,47 days 17:44:00,108 days 21:23:00,16,10986.63,1.5965388992296345,3,7,10,20
14046.0,,,,283 days 22:02:00,1,154.99,,0,0,1,1
14047.0,47 days 17:15:34.285714,46 days 00:07:10,49 days 00:06:52.500000,8 days 01:07:00,15,4402.11,1.0652059333355137,6,7,9,22
14048.0,38 days 12:22:30,,38 days 12:22:30,304 days 21:57:00,3,748.69,,0,2,5,7
14049.0,50 days 01:47:20,36 days 04:26:24,59 days 23:53:42.857142,16 days 00:30:00,13,13023.4,1.6580250081698218,3,7,10,20
14050.0,74 days 20:14:00,,74 days 20:14:00,31 days 02:50:00,2,746.36,,0,1,5,6
14051.0,20 days 10:37:25,24 days 18:32:42.352941,16 days 13:38:28.421052,0 days 02:30:00,37,21770.98,0.6688159222596176,9,8,10,27
14052.0,371 days 00:53:00,,371 days 00:53:00,19 days 00:20:00,2,466.66,,0,1,4,5
14053.0,120 days 17:08:20,89 days 03:48:00,136 days 11:48:30,123 days 22:23:00,4,572.3,1.530894631897062,0,3,4,7
14054.0,,,,64 days 21:01:00,1,92.46,,0,0,1,1
14055.0,308 days 11:56:30,,308 days 11:56:30,105 days 21:46:00,3,1520.96,,0,2,7,9
14056.0,12 days 20:38:57.272727,10 days 00:09:30,15 days 05:43:30,0 days 23:14:00,23,8152.71,1.5228495090044762,4,7,10,21
14057.0,33 days 22:43:34.285714,49 days 16:18:54,19 days 15:27:49.090909,23 days 02:18:00,22,8346.66,0.3954186908355687,10,7,10,27
14058.0,67 days 22:02:00,,67 days 22:02:00,462 days 03:19:00,2,469.19000000000005,,0,1,4,5
14059.0,,,,266 days 02:44:00,1,183.6,,0,0,2,2
14060.0,21 days 20:46:57.931034,21 days 19:10:55.714285,21 days 22:16:36,4 days 00:21:00,30,8898.24,1.0059148116042798,6,8,10,24
14061.0,115 days 11:39:30,,115 days 11:39:30,506 days 19:28:00,3,917.4300000000001,,0,2,6,8
14062.0,31 days 07:06:46.956521,32 days 06:13:49.090909,30 days 09:55:20,9 days 02:46:00,24,25585.65,0.9427714458674155,7,7,10,24
14063.0,36 days 15:19:00,4 days 16:09:40,55 days 19:36:36,437 days 20:32:00,9,22710.2,11.94362276487196,1,5,10,16
14064.0,46 days 23:59:25.714285,35 days 00:47:30,55 days 23:23:22.500000,28 days 23:36:00,15,3260.24,1.5977674810446503,3,7,9,19
14065.0,21 days 02:05:00,,21 days 02:05:00,388 days 20:37:00,3,891.02,,0,2,6,8
14066.0,,,,266 days 00:29:00,1,152.55,,0,0,1,1
14067.0,32 days 22:21:00,,32 days 22:21:00,63 days 02:29:00,2,374.7,,0,1,3,4
14068.0,119 days 01:57:20,28 days 04:55:00,164 days 12:28:30,319 days 20:48:00,4,1516.72,5.833029668841561,0,3,7,10
14069.0,46 days 23:42:00,,46 days 23:42:00,514 days 00:38:00,2,225.81,,0,1,2,3
14070.0,,,,684 days 00:23:00,1,321.6,,0,0,3,3
14071.0,37 days 06:59:08.571428,74 days 01:44:00,9 days 16:55:30,3 days 00:23:00,8,1437.57,0.13102358808970224,10,5,7,22
14072.0,,,,666 days 00:19:00,1,390.85,,0,0,3,3
14073.0,,,,31 days 21:01:00,1,151.04,,0,0,1,1
14074.0,,,,622 days 22:55:00,1,219.39999999999998,,0,0,2,2
14075.0,107 days 08:22:12,68 days 23:14:00,132 days 22:27:40,4 days 04:12:00,6,1734.87,1.9274993119466204,0,4,7,11
14076.0,,,,128 days 21:31:00,1,118.67,,0,0,1,1
14077.0,70 days 23:18:48,84 days 23:01:30,61 days 15:30:20,40 days 00:15:00,6,615.0799999999999,0.7255946128936896,0,4,5,9
14078.0,64 days 23:38:52.500000,82 days 15:16:20,54 days 09:28:24,101 days 00:34:00,9,1553.47,0.6582421307099098,9,5,7,21
14079.0,557 days 18:51:00,,557 days 18:51:00,124 days 00:40:00,2,618.73,,0,1,5,6
14080.0,140 days 23:13:36,54 days 10:15:30,198 days 15:52:20,32 days 01:41:00,6,1491.11,3.6500224347319423,0,4,7,11
14081.0,47 days 10:25:33.333333,18 days 11:40:45,70 days 14:13:24,301 days 20:33:00,10,4867.57,3.818577613327949,1,6,9,16
14082.0,27 days 23:15:00,,27 days 23:15:00,364 days 01:48:00,2,413.36,,0,1,4,5
14083.0,71 days 16:58:00,91 days 18:58:00,58 days 07:38:00,3 days 23:36:00,11,1082.19,0.6353402230325773,9,6,6,21
14084.0,,,,511 days 22:14:00,1,150.5,,0,0,1,1
14085.0,22 days 18:45:09.375000,24 days 04:43:52,21 days 12:46:17.647058,1 days 23:04:00,33,9720.67,0.8898637574943845,7,8,10,25
14086.0,,,,462 days 01:58:00,1,39.95,,0,0,1,1
14087.0,366 days 10:37:00,,366 days 10:37:00,2 days 00:09:00,3,829.47,,0,2,5,7
14088.0,27 days 09:22:00,39 days 16:31:00,16 days 15:06:37.500000,9 days 20:34:00,16,64036.8,0.41900622911235147,10,7,10,27
14089.0,,,,56 days 02:12:00,1,158.75,,0,0,1,1
14090.0,,,,324 days 01:59:00,1,76.32000000000001,,0,0,1,1
14091.0,44 days 01:36:00,,44 days 01:36:00,653 days 21:33:00,2,9530.08,,0,1,10,11
14092.0,31 days 02:56:54.782608,33 days 16:58:49.090909,28 days 18:05:10,7 days 00:37:00,24,7229.450000000001,0.8530320312202746,8,7,10,25
14093.0,,,,11 days 20:23:00,1,433.86,,0,0,4,4
14094.0,,,,439 days 00:52:00,1,311.77,,0,0,3,3
14095.0,,,,722 days 00:01:00,1,2.95,,0,0,1,1
14096.0,6 days 01:54:15,5 days 21:29:00,6 days 05:20:33.333333,3 days 19:33:00,17,65164.79,1.0555490111379433,6,7,10,23
14097.0,164 days 03:34:00,,164 days 03:34:00,480 days 22:30:00,2,422.86,,0,1,4,5
14098.0,,,,36 days 02:37:00,1,147.35,,0,0,1,1
14099.0,37 days 12:44:06.315789,41 days 15:55:26.666666,33 days 19:27:54,15 days 22:57:00,20,5750.91,0.8115266159098767,8,7,10,25
14100.0,,,,137 days 01:49:00,1,191.95000000000002,,0,0,2,2
14101.0,45 days 15:54:20,42 days 19:55:00,47 days 16:28:08.571428,73 days 00:22:00,13,9961.93,1.1133869940354006,6,7,10,23
14102.0,9 days 18:43:00,7 days 01:00:00,10 days 16:37:20,4 days 21:12:00,5,1105.88,1.518474687705457,0,3,6,9
14104.0,101 days 11:09:45,11 days 21:58:00,131 days 07:33:40,154 days 00:00:00,5,743.53,11.020728911683568,0,3,5,8
14105.0,120 days 12:15:15,110 days 20:35:00,123 days 17:28:40,238 days 18:52:00,5,5988.83,1.116100270408536,0,3,10,13
14106.0,,,,736 days 22:41:00,1,214.79999999999998,,0,0,2,2
14107.0,67 days 21:23:12,91 days 11:47:15,52 days 03:47:10,51 days 00:38:00,11,4877.3,0.570085270597046,9,6,9,24
14108.0,235 days 21:31:20,6 days 21:18:00,350 days 09:38:00,30 days 02:09:00,4,1044.96,50.8749747933051,0,3,6,9
14109.0,,,,72 days 02:32:00,1,144.2,,0,0,1,1
14110.0,22 days 23:19:52.500000,15 days 09:34:28,29 days 15:42:17.647058,3 days 00:24:00,33,12987.95,1.9257416541081784,2,8,10,20
14111.0,75 days 16:42:40,135 days 03:15:00,45 days 23:26:30,13 days 23:06:00,4,692.85,0.34022713841568386,0,3,5,8
14112.0,52 days 15:51:10,40 days 14:17:00,61 days 06:41:17.142857,22 days 00:20:00,13,5834.59,1.5095075989921367,4,7,10,21
14113.0,48 days 13:06:24,41 days 01:32:34.285714,55 days 02:13:30,3 days 00:32:00,16,7092.610000000001,1.341621006551972,4,7,10,21
14114.0,55 days 11:45:50,80 days 14:23:30,42 days 22:27:00,273 days 03:08:00,7,1364.09,0.5326997721075101,0,4,7,11
14115.0,165 days 00:52:00,,165 days 00:52:00,501 days 00:14:00,2,622.6700000000001,,0,1,5,6
14116.0,25 days 11:26:15,28 days 21:07:00,24 days 08:12:40,19 days 02:21:00,5,1382.74,0.8428755781053374,0,3,7,10
14117.0,,,,143 days 03:01:00,1,90.0,,0,0,1,1
14118.0,,,,428 days 00:51:00,1,458.45,,0,0,4,4
14119.0,342 days 19:41:00,,342 days 19:41:00,375 days 02:17:00,2,183.37,,0,1,2,3
14121.0,18 days 16:33:20,29 days 23:57:00,13 days 00:51:30,3 days 00:31:00,4,2780.15,0.4345556404379934,0,3,8,11
14122.0,165 days 12:24:30,,165 days 12:24:30,405 days 21:39:00,3,362.42,,0,2,3,5
14123.0,,,,732 days 21:15:00,1,436.18,,0,0,4,4
14124.0,,,,83 days 23:18:00,1,419.58000000000004,,0,0,4,4
14125.0,33 days 22:33:30,,33 days 22:33:30,10 days 00:03:00,3,2720.63,,0,2,8,10
14126.0,145 days 14:58:00,433 days 21:30:00,1 days 11:42:00,7 days 01:05:00,4,1172.46,0.0034282421856244296,0,3,6,9
14127.0,60 days 14:11:12,22 days 14:31:30,85 days 21:57:40,122 days 02:01:00,6,1900.08,3.8006748280929195,0,4,8,12
14128.0,245 days 10:57:30,,245 days 10:57:30,60 days 00:50:00,3,924.21,,0,2,6,8
14129.0,72 days 05:31:00,59 days 22:21:40,79 days 14:36:36,1 days 01:48:00,9,2591.34,1.328324288831811,4,5,8,17
14130.0,136 days 07:50:40,310 days 20:21:00,49 days 01:35:30,318 days 20:45:00,4,1858.77,0.15784670513671165,0,3,8,11
14131.0,,,,648 days 00:51:00,1,168.22,,0,0,2,2
14132.0,18 days 02:33:06,17 days 11:58:45,18 days 12:16:00,1 days 23:15:00,11,3586.0299999999997,1.057830249516345,6,6,9,21
14133.0,201 days 07:48:00,417 days 23:17:00,93 days 00:03:30,129 days 01:16:00,4,911.14,0.22250974866957868,0,3,6,9
14134.0,24 days 19:04:21.428571,26 days 08:43:40,23 days 14:49:52.500000,382 days 00:24:00,15,11123.35,0.895853271988129,7,7,10,24
14135.0,32 days 00:06:57.391304,34 days 21:56:21.818181,29 days 08:06:40,1 days 01:12:00,24,8839.67,0.8402888278125622,8,7,10,25
14136.0,82 days 18:38:30,38 days 01:10:00,97 days 16:28:00,400 days 00:57:00,5,1570.8100000000002,2.5674028107318856,0,3,7,10
14137.0,,,,695 days 00:20:00,1,332.7,,0,0,3,3
14138.0,62 days 03:06:00,,62 days 03:06:00,1 days 00:06:00,2,965.8800000000001,,0,1,6,7
14139.0,165 days 09:25:40,16 days 04:16:00,240 days 00:00:30,45 days 23:16:00,4,1086.8,14.835186298076923,0,3,6,9
14140.0,27 days 21:45:00,,27 days 21:45:00,3 days 03:45:00,2,935.05,,0,1,6,7
14141.0,34 days 06:24:20,31 days 20:58:00,35 days 11:07:30,2 days 02:57:00,4,915.1300000000001,1.1126301799642686,0,3,6,9
14142.0,273 days 01:20:00,,273 days 01:20:00,372 days 20:17:00,2,671.34,,0,1,5,6
14143.0,,,,133 days 03:02:00,1,115.8,,0,0,1,1
